,GDP_Growth,Inflation,Interest_Rates,Unemployment,Oil_Prices,VIX
2017-02-28,-1.464724345001134,1.1315280290575542,0.7544688607217814,-0.18815036246249803,0.009409524870299212,-0.5858271736587809
2017-03-31,0.8478614389054326,1.0578880448655474,0.2968342590812455,0.5117653220926723,0.08764338946696193,-0.6683627194379653
2017-04-30,-0.20591168448182864,0.17940936153723902,-0.00038310306920108506,-0.109326638717518,-0.04569977875455757,-0.040439248932730966
2017-05-31,0.026129245248741606,-0.412655474374771,-0.12321395691690928,-0.6422921328499847,0.48890777484310016,-1.0528234709201623
2017-06-30,0.576795171658463,0.8150234381272202,0.09260718550028593,-1.3015685439136493,-0.18065528098364525,-0.03209208064440964
2017-07-31,-0.5052991099644568,-0.1315587767360542,1.0171984397678102,0.3324635811508705,-0.46228205718904986,-0.798799584797716
2017-08-31,-0.1635086588048854,0.02352371116511709,0.5086037953623304,-0.2676583562838295,0.25574978768093065,0.9675770200301145
2017-09-30,0.4077505112221313,0.11040952784721875,0.17733232749856273,-0.17833656708993562,0.5903204562260722,-0.31365672297565134
2017-10-31,0.02261135449999128,0.16425441312541664,0.026418827963981872,-0.6862327739420505,0.16148725180883428,-0.03050198592769181
2017-11-30,0.25012023471828493,-0.1239430103624406,0.8961249351208096,-0.4383868906059224,0.8560201420089463,-0.8738182549141308
2017-12-31,0.21738503227844558,0.3847741647927235,-0.10366088691161762,0.2121969689305063,0.6397593348800794,-1.1084094196770322
2018-01-31,0.2513724037454073,-1.0953749059633582,-0.1803113933582427,0.8145831824504726,-0.290891016696027,-0.5869399822044863
2018-02-28,-0.09896886449234094,1.1894153539557255,-0.6049167538551139,-0.5256549558196723,0.7487158415898132,0.9288511717688662
2018-03-31,-0.05171561214514196,-0.45986248571710275,1.3672494819970165,0.7972211958745984,0.3394734938811165,-0.40620117446871
2018-04-30,-0.02451467041901827,0.08368550569607233,0.4931567447447637,0.7255007190656679,0.4397085205687016,-0.5386880384923791
2018-05-31,0.6882482250097689,0.32463329689733395,0.6796673517109707,0.7332704296393014,-0.5557901247567756,-0.017912789353231467
2018-06-30,-0.2657272756796075,-0.6116608051197028,0.5178928039285103,1.2557782757922118,-0.9200388722528764,-0.016140305524735162
2018-07-31,0.3202714675373867,0.23800968906338468,0.296377150212718,-0.6496081817229121,0.11639337147008182,-0.3783819885079632
2018-08-31,-1.0949608524892767,0.7779683791644284,0.8405374477361472,0.0258304884255399,0.11453734410285131,0.5371590063577809
2018-09-30,0.1121698283890413,0.6368827269604891,0.22100679872273876,0.6559918692869733,0.16039286296634195,0.09702597180293701
2018-10-31,-0.635030544356016,0.3325535574029552,-0.03782619824302391,-0.3191413632642471,-0.40768781415806066,-0.5331174659496126
2018-11-30,1.0623857015084808,0.8589468419185713,1.34673837292087,-0.611447509777782,0.035626874955446246,-0.6467538126020479
2018-12-31,-0.347847438598532,-0.2615845001116488,1.0147499864140581,-0.19811483905087993,0.5341896668470082,0.302060444794259
2019-01-31,1.1518193760523945,-0.5380414393009545,1.0329779644312147,0.5732204352003638,-0.4866894190135173,0.5035666682365798
2019-02-28,0.1680724815131144,0.09214422296447257,-0.00020303760364698276,-0.35955472572459307,1.024906047892963,0.000341409478741314
2019-03-31,0.3910650007657296,-0.1853656572203312,0.030241594116071358,0.5409924046249711,-0.6747881057757661,-0.20760688395263577
2019-04-30,0.017013705536116024,0.2699720152057405,0.33902478606335035,0.1979098905479617,0.3464278779089058,0.367318772729665
2019-05-31,-0.49290190433391334,0.07640984599358461,1.0343562208544352,0.44732359378693615,-0.686429725740532,0.17573995017610083
2019-06-30,-0.9891126246874051,0.24615652666043691,1.3942616596334927,-0.47394635863449314,-0.41716152274579105,0.38201489078642975
2019-07-31,-0.771400757604823,-0.08948675863999853,0.7520020813959183,-0.31714292384470155,-0.11798499360548581,0.3720928551575173
2019-08-31,0.21077304176828063,0.36450163512249084,0.29262373431456035,0.1850305576344778,-0.06186634004987835,0.22890280496289253
2019-09-30,-0.24846601255898912,0.14400963045728826,-0.0243906609818893,-0.01750380500311795,-0.40550043181442236,-0.5570232250809966
2019-10-31,0.12933057392769406,0.3458656862481579,0.8704284641129416,-0.21556278478754953,0.20402642341837793,0.27539878613683166
2019-11-30,0.22238690391579738,-0.16912936240947443,0.5620766991187878,0.18207014802733068,0.003589233453970971,-1.0432388291855423
2019-12-31,0.08024481198674004,1.3541646793624869,0.31577868494923966,-0.3640385489276606,0.1866742798556991,0.15618910523328586
2020-01-31,0.5963675827082073,-0.37683323761830956,0.8698918069597651,0.29521103062573173,-0.07107326847027298,0.1693436589608448
2020-02-29,0.5147287407991786,0.6924602110226286,-0.058904614020057644,0.41007909337774223,-0.03234430251625886,0.036437049007757266
2020-03-31,0.0365984955008471,0.18538270728154255,1.116862151914877,-0.04185897992460601,-0.5597730641915843,-0.19676492798486442
2020-04-30,0.0893473584052378,0.8793132745014665,0.8309591071802991,-0.42526763937352197,1.2425949583394458,0.1323876554889898
2020-05-31,0.6376953689995074,0.1930503462365955,0.8044947484031448,0.41973425225920236,0.609097355877128,0.5286841526891125
2020-06-30,0.4360985000364889,0.11556587810042465,0.26034546641692713,0.16630375516209886,0.46656403617053466,-0.11136035038830353
2020-07-31,0.5325859828571933,1.0036192971128375,0.09646138920278596,-0.41846035189813996,-0.07018752945266815,0.15380633409459807
2020-08-31,-0.2622835068835255,0.957613944475589,0.7750586408432592,0.019723524120369745,-0.7179547619342637,-0.6579079082137534
2020-09-30,0.14050462514090314,-0.7805835273631324,1.0777472762506073,-0.07907692218616015,1.6215464847973662,1.153958125308055
2020-10-31,-0.09072453462375837,0.23674746512089712,1.0776226897741241,0.8515863049590189,-0.8190145287180084,-0.8931877326773433
2020-11-30,-0.3110174027771907,0.5854864386457557,0.8366720893714457,0.5348857274919251,-0.5998487641826541,-1.1580719314844383
2020-12-31,0.4290070976510727,-0.11577880875152485,-0.4126052767321341,0.07253187297969081,0.39658784410933867,-0.06102856606063863
2021-01-31,-0.22892419309124462,0.22283989233040805,0.4197506356063312,-0.6740235559700836,-0.3573403384952159,0.26063995250690725
2021-02-28,0.16083927068825005,0.39075259205904034,0.11587113722457071,-0.09075158106783357,-1.0885325232214274,0.08923833194269487
2021-03-31,0.7144288539067837,-0.4261416962731537,0.3288849028369207,0.16455338935506478,0.626421317213742,-0.22411230815007474
2021-04-30,-0.3461251646329482,-0.6693355207878735,0.6819711654943893,1.021038020071872,0.13867923098233795,-0.011139489591856658
2021-05-31,0.16104115538349273,0.3137817291181359,0.23214827605480898,0.41163995783885265,0.1128807615558772,0.008806625966828657
2021-06-30,-0.487683013639125,0.9752833777320854,0.9794101961959667,-0.276460418683651,0.5009124268409686,-0.24878541919260358
2021-07-31,-0.3910017462555185,-0.052120466303168744,-0.230072091670096,0.23577119020910287,-0.9155724391691751,-0.6142219156328813
2021-08-31,-1.0377940045392666,0.28889792671379716,0.5887053160825513,-0.16334810659318202,-0.5212888473352881,-0.58611687671832
2021-09-30,0.23218493177328708,0.06085848792726872,0.8304480683310975,-0.44262434306211124,0.09053137138554117,0.6516390186580319
2021-10-31,0.29308290019639166,0.13412922534554134,0.8092717540855268,-0.12033258726510651,0.00394009234736408,-0.162805526074252
2021-11-30,-0.0821676029426957,0.4505844916631382,0.1923962804611255,-0.5079394134949892,-0.6942712769156055,-0.800135552251855
2021-12-31,-0.6086413461102397,0.4284707492003839,0.2510852338506966,0.2568072321155481,0.01735687437628093,-0.9842521067190269
2022-01-31,0.3274877921108449,0.7583404992664431,0.20895101552374973,0.2100957714474958,-0.4282491187045995,0.0488351883741677
2022-02-28,-0.6322492034774828,-0.5394103691244312,0.52287711947923,-0.06186447313741807,-0.19883984680730202,-0.5920152791112797
2022-03-31,-0.19994953106556854,0.49599191410549304,0.7002425605689836,0.0912505152996067,-0.3350576002271165,0.5858589573580799
2022-04-30,-0.5880866682773903,0.6093263670307543,1.3220379834547706,0.2404540463744477,-0.10126211353241497,-0.26414852333148947
2022-05-31,0.518043825523128,-0.3417395634711727,0.25443366812950585,-0.1987788827458607,0.6188268787559991,0.18988381802044801
2022-06-30,-0.48402287925512266,0.21879572713948095,0.44073758761571835,-0.35489449611676754,0.48944477927838953,-0.6858715646317527
2022-07-31,0.8043904278671867,0.792266105596513,1.3017333563102524,-0.23146975601262915,-0.07497035953955469,-0.7165759072623561
2022-08-31,-0.2623312035334015,0.629180364998046,1.4127374132436392,-0.5535784084012259,-0.18275296849263292,-0.07564961011626116
2022-09-30,-0.6978946010962426,0.6822292427279396,0.4111140778261744,-0.09769517558851198,-0.22597468595593884,-0.39466925285983717
2022-10-31,-0.0035224927402773497,0.2829515132369972,0.595583663902684,-0.3642308108401714,0.15976233539147772,0.8268086342461425
2022-11-30,0.06994361641956369,0.8930170906488417,0.09480500380982326,0.07888071964688474,-0.5486841594855333,-0.7384624637659507
2022-12-31,-0.3696857037295181,0.9951093310723325,1.2733272420659152,0.12150236102719984,-0.7663502799449654,-0.0981403256939684
2023-01-31,0.15085000445086777,0.4911294593271141,-0.1151741026647426,-0.4451589240099359,-0.032038882074358316,0.26814545475859497
2023-02-28,-1.0980639105499732,0.3265010374701548,0.8866504353596443,0.42480599425810656,0.34642879211871835,0.2912856594044026
2023-03-31,-0.3999702533509671,-0.5422363626793009,0.6270030332340053,0.50081591260428,0.6967272637622157,0.35527455114889267
2023-04-30,0.21467041140086718,0.6057862107476045,0.5538733997288534,-0.06503014677681002,0.8345347629131658,-0.47127900289593827
2023-05-31,0.8073893953549257,0.2591539899808616,1.5030521890013206,-0.7034075047487691,0.29295210058232457,-0.368385067973811
2023-06-30,-0.7076335959620937,0.5336367691046325,1.3534753900963037,-0.4224707192967482,-0.7495079802292006,-0.045922382167477564
2023-07-31,-0.04371766438859056,0.702731242348678,1.3319401428251012,-0.029707590636247047,0.9277516573971315,0.11211737226764588
2023-08-31,-0.1732132530034498,-0.3730105703077165,0.734216458329311,-0.16819347270556811,0.4801523981407352,0.23124181203342703
2023-09-30,-0.5896845608163086,0.5231019831214851,1.2097151656964595,0.7640156796939164,0.4437519837070297,0.3804233271557389
2023-10-31,0.030042997307581806,0.6353324732999601,1.5071053915295498,-0.6663886987398249,-0.174719663608478,-0.38628437437812047
2023-11-30,0.18957655936306206,1.060489239085898,0.5922691591604714,-1.195152183734719,-0.20611037251223507,0.4567368660087033
2023-12-31,0.26881495147493983,0.6636729558380612,0.7591630129283062,-0.6395153681098932,0.2576471608122337,-0.4171409050173124
2024-01-31,1.092048366690228,0.7390351167822999,0.6172388739331087,-0.30569262369431394,-0.04647210330679414,-0.11975096101087489
2024-02-29,0.5584168877649771,0.5511912781493341,0.5501505171003578,0.9452203425778913,0.024654165760111327,0.38441983798444856
2024-03-31,-0.30411325372237963,0.6437426878218415,1.0799247434707573,-0.9448246460480766,1.00763755523032,0.6453222304612736
2024-04-30,-0.19859765807299382,-0.08474831560607904,1.1065539161454734,0.043348849707198295,0.1778344742816147,0.09578869809704481
2024-05-31,0.25312049465296305,1.194241084990021,1.2252280731525582,-0.5248277494549706,0.6812814263562259,0.8203072817441436
2024-06-30,1.5760283672560425,-0.08695710065341244,1.0710208385079105,-1.0410493515944939,0.27657457818960457,-0.2741001490833863
2024-07-31,0.9617228974124766,0.09168411162936446,0.11339167429368002,-0.23563187035125982,-0.9877438856085687,0.37554972725365504
2024-08-31,-1.0325415231281603,0.4974220679025038,-0.07251935530624964,-0.16014890226832096,0.821689077902267,0.18032394571789748
2024-09-30,-0.431746802482467,0.4717932135136513,0.9837983519886099,0.23631517292170282,-0.6834291816404132,0.29628363692366533
2024-10-31,-1.3521958158013876,0.17665436247355698,0.739056356085152,0.31666341303561923,0.01131542633843457,-0.7027815269281433
2024-11-30,-0.4924965629085076,0.5951383241014345,0.952062967723184,-0.2895620548178734,-0.24041689475598968,0.3480839985796445
2024-12-31,-0.25884628643460733,0.45595437798546334,2.084968294040271,-0.7118413184419615,-0.9259213657873293,0.39179483239930335
